time,s4
27.41,0.8780728
27.42,0.8706959
27.43,0.8632313
27.44,0.8556796
27.45,0.8480416
27.46,0.840318
27.47,0.8325096
27.48,0.8246172
27.49,0.8166415
27.5,0.8085834
27.51,0.8004436
27.52,0.7922229
27.53,0.7839222
27.54,0.7755423
27.55,0.767084
27.56,0.7585481
27.57,0.7499355
27.58,0.7412471
27.59,0.7324837
27.6,0.7236461
27.61,0.7147353
27.62,0.7057522
27.63,0.6966976
27.64,0.6875723
27.65,0.6783775
27.66,0.6691138
27.67,0.6597824
27.68,0.650384
27.69,0.6409196
27.7,0.6313903
27.71,0.6217968
27.72,0.6121402
27.73,0.6024214
27.74,0.5926413
27.75,0.5828011
27.76,0.5729016
27.77,0.5629438
27.78,0.5529287
27.79,0.5428573
27.8,0.5327306
27.81,0.5225497
27.82,0.5123154
27.83,0.5020289
27.84,0.4916912
27.85,0.4813033
27.86,0.4708662
27.87,0.460381
27.88,0.4498487
27.89,0.4392704
27.9,0.428647
27.91,0.4179798
27.92,0.4072697
27.93,0.3965178
27.94,0.3857251
27.95,0.3748928
27.96,0.364022
27.97,0.3531136
27.98,0.3421689
27.99,0.3311888
28.0,0.3201745
28.01,0.3091271
28.02,0.2980477
28.03,0.2869374
28.04,0.2757972
28.05,0.2646284
28.06,0.253432
28.07,0.2422091
28.08,0.2309609
28.09,0.2196885
28.1,0.208393
28.11,0.1970755
28.12,0.1857371
28.13,0.1743791
28.14,0.1630025
28.15,0.1516084
28.16,0.1401981
28.17,0.1287725
28.18,0.117333
28.19,0.1058806
28.2,0.09441645
28.21,0.08294172
28.22,0.07145754
28.23,0.05996507
28.24,0.04846546
28.25,0.03695985
28.26,0.02544939
28.27,0.01393524
28.28,0.002418539
28.29,-0.009099552
28.3,-0.02061789
28.31,-0.03213531
28.32,-0.04365067
28.33,-0.05516282
28.34,-0.0666706
28.35,-0.07817287
28.36,-0.08966847
28.37,-0.1011563
28.38,-0.1126351
28.39,-0.1241038
28.4,-0.1355612
28.41,-0.1470062
28.42,-0.1584377
28.43,-0.1698545
28.44,-0.1812554
28.45,-0.1926393
28.46,-0.2040052
28.47,-0.2153517
28.48,-0.2266779
28.49,-0.2379825
28.5,-0.2492644
28.51,-0.2605226
28.52,-0.2717558
28.53,-0.282963
28.54,-0.294143
28.55,-0.3052947
28.56,-0.316417
28.57,-0.3275087
28.58,-0.3385688
28.59,-0.3495962
28.6,-0.3605897
28.61,-0.3715483
28.62,-0.3824708
28.63,-0.3933561
28.64,-0.4042032
28.65,-0.415011
28.66,-0.4257783
28.67,-0.4365041
28.68,-0.4471874
28.69,-0.457827
28.7,-0.4684219
28.71,-0.478971
28.72,-0.4894733
28.73,-0.4999276
28.74,-0.510333
28.75,-0.5206885
28.76,-0.5309929
28.77,-0.5412452
28.78,-0.5514444
28.79,-0.5615895
28.8,-0.5716795
28.81,-0.5817133
28.82,-0.59169
28.83,-0.6016084
28.84,-0.6114677
28.85,-0.6212669
28.86,-0.6310048
28.87,-0.6406807
28.88,-0.6502935
28.89,-0.6598422
28.9,-0.6693259
28.91,-0.6787435
28.92,-0.6880943
28.93,-0.6973772
28.94,-0.7065912
28.95,-0.7157356
28.96,-0.7248093
28.97,-0.7338114
28.98,-0.742741
28.99,-0.7515972
29.0,-0.7603792
29.01,-0.769086
29.02,-0.7777168
29.03,-0.7862707
29.04,-0.7947468
29.05,-0.8031442
29.06,-0.8114622
29.07,-0.8196999
29.08,-0.8278564
29.09,-0.835931
29.1,-0.8439228
29.11,-0.851831
29.12,-0.8596548
29.13,-0.8673934
29.14,-0.8750461
29.15,-0.882612
29.16,-0.8900904
29.17,-0.8974805
29.18,-0.9047817
29.19,-0.9119931
29.2,-0.919114
29.21,-0.9261437
29.22,-0.9330815
29.23,-0.9399267
29.24,-0.9466786
29.25,-0.9533365
29.26,-0.9598997
29.27,-0.9663676
29.28,-0.9727396
29.29,-0.9790148
29.3,-0.9851928
29.31,-0.9912729
29.32,-0.9972545
29.33,-1.003137
29.34,-1.00892
29.35,-1.014602
29.36,-1.020184
29.37,-1.025664
29.38,-1.031042
29.39,-1.036317
29.4,-1.04149
29.41,-1.046558
29.42,-1.051523
29.43,-1.056383
29.44,-1.061138
29.45,-1.065787
29.46,-1.07033
29.47,-1.074766
29.48,-1.079096
29.49,-1.083318
29.5,-1.087432
29.51,-1.091438
29.52,-1.095335
29.53,-1.099122
29.54,-1.102801
29.55,-1.106369
29.56,-1.109827
29.57,-1.113175
29.58,-1.116411
29.59,-1.119536
29.6,-1.12255
29.61,-1.125452
29.62,-1.128241
29.63,-1.130918
29.64,-1.133482
29.65,-1.135933
29.66,-1.13827
29.67,-1.140494
29.68,-1.142604
29.69,-1.1446
29.7,-1.146482
29.71,-1.148249
29.72,-1.149902
29.73,-1.15144
29.74,-1.152863
29.75,-1.154171
29.76,-1.155363
29.77,-1.15644
29.78,-1.157402
29.79,-1.158248
29.8,-1.158978
29.81,-1.159592
29.82,-1.16009
29.83,-1.160473
29.84,-1.160739
29.85,-1.16089
29.86,-1.160924
29.87,-1.160842
29.88,-1.160644
29.89,-1.16033
29.9,-1.159901
29.91,-1.159354
29.92,-1.158692
29.93,-1.157915
29.94,-1.157021
29.95,-1.156011
29.96,-1.154886
29.97,-1.153645
29.98,-1.152288
29.99,-1.150817
30.0,-1.14923
30.01,-1.147528
30.02,-1.145711
30.03,-1.143779
30.04,-1.141733
30.05,-1.139572
30.06,-1.137297
30.07,-1.134908
30.08,-1.132406
30.09,-1.12979
30.1,-1.12706
30.11,-1.124218
30.12,-1.121263
30.13,-1.118196
30.14,-1.115016
30.15,-1.111725
30.16,-1.108322
30.17,-1.104808
30.18,-1.101183
30.19,-1.097448
30.2,-1.093603
30.21,-1.089647
30.22,-1.085583
30.23,-1.081409
30.24,-1.077127
30.25,-1.072737
30.26,-1.068239
30.27,-1.063634
30.28,-1.058922
30.29,-1.054104
30.3,-1.04918
30.31,-1.04415
30.32,-1.039015
30.33,-1.033776
30.34,-1.028434
30.35,-1.022987
30.36,-1.017438
30.37,-1.011787
30.38,-1.006034
30.39,-1.000179
30.4,-0.9942244
30.41,-0.9881694
30.42,-0.9820151
30.43,-0.9757619
30.44,-0.9694105
30.45,-0.9629616
30.46,-0.9564157
30.47,-0.9497735
30.48,-0.9430357
30.49,-0.9362029
30.5,-0.9292758
30.51,-0.922255
30.52,-0.9151414
30.53,-0.9079355
30.54,-0.9006381
30.55,-0.8932499
30.56,-0.8857717
30.57,-0.8782041
30.58,-0.870548
30.59,-0.862804
30.6,-0.854973
30.61,-0.8470557
30.62,-0.8390529
30.63,-0.8309654
30.64,-0.822794
30.65,-0.8145395
30.66,-0.8062027
30.67,-0.7977845
30.68,-0.7892857
30.69,-0.780707
30.7,-0.7720495
30.71,-0.7633139
30.72,-0.754501
30.73,-0.7456119
30.74,-0.7366473
30.75,-0.7276081
30.76,-0.7184953
30.77,-0.7093097
30.78,-0.7000522
30.79,-0.6907239
30.8,-0.6813255
30.81,-0.6718581
30.82,-0.6623225
30.83,-0.6527197
30.84,-0.6430507
30.85,-0.6333165
30.86,-0.6235179
30.87,-0.613656
30.88,-0.6037317
30.89,-0.5937461
30.9,-0.5837001
30.91,-0.5735948
30.92,-0.563431
30.93,-0.5532099
30.94,-0.5429325
30.95,-0.5325997
30.96,-0.5222127
30.97,-0.5117724
30.98,-0.5012799
30.99,-0.4907362
31.0,-0.4801423
31.01,-0.4694994
31.02,-0.4588085
31.03,-0.4480706
31.04,-0.4372869
31.05,-0.4264583
31.06,-0.4155861
31.07,-0.4046711
31.08,-0.3937146
31.09,-0.3827177
31.1,-0.3716814
31.11,-0.3606068
31.12,-0.349495
31.13,-0.3383472
31.14,-0.3271644
31.15,-0.3159478
31.16,-0.3046985
31.17,-0.2934176
31.18,-0.2821062
31.19,-0.2707655
31.2,-0.2593965
31.21,-0.2480005
31.22,-0.2365785
31.23,-0.2251318
31.24,-0.2136614
31.25,-0.2021685
31.26,-0.1906542
31.27,-0.1791197
31.28,-0.1675661
31.29,-0.1559946
31.3,-0.1444064
31.31,-0.1328025
31.32,-0.1211842
31.33,-0.1095527
31.34,-0.09790901
31.35,-0.08625438
31.36,-0.07458996
31.37,-0.06291691
31.38,-0.0512364
31.39,-0.0395496
31.4,-0.02785767
31.41,-0.0161618
31.42,-0.004463133
31.43,0.007237147
31.44,0.01893787
31.45,0.03063788
31.46,0.04233598
31.47,0.05403103
31.48,0.06572184
31.49,0.07740725
31.5,0.08908609
31.51,0.1007572
31.52,0.1124194
31.53,0.1240715
31.54,0.1357124
31.55,0.1473408
31.56,0.1589557
31.57,0.1705559
31.58,0.1821401
31.59,0.1937073
31.6,0.2052563
31.61,0.2167859
31.62,0.228295
31.63,0.2397825
31.64,0.2512471
31.65,0.2626877
31.66,0.2741032
31.67,0.2854924
31.68,0.2968542
31.69,0.3081874
31.7,0.319491
31.71,0.3307638
31.72,0.3420046
31.73,0.3532123
31.74,0.3643858
31.75,0.375524
31.76,0.3866258
31.77,0.39769
31.78,0.4087156
31.79,0.4197014
31.8,0.4306463
31.81,0.4415493
31.82,0.4524091
31.83,0.4632249
31.84,0.4739954
31.85,0.4847195
31.86,0.4953963
31.87,0.5060246
31.88,0.5166033
31.89,0.5271315
31.9,0.537608
31.91,0.5480318
31.92,0.5584018
31.93,0.568717
31.94,0.5789764
31.95,0.5891789
31.96,0.5993235
31.97,0.6094092
31.98,0.619435
31.99,0.6293998
32.0,0.6393027
32.01,0.6491426
32.02,0.6589187
32.03,0.6686298
32.04,0.678275
32.05,0.6878533
32.06,0.6973638
32.07,0.7068056
32.08,0.7161776
32.09,0.7254789
32.1,0.7347086
32.11,0.7438657
32.12,0.7529494
32.13,0.7619587
32.14,0.7708927
32.15,0.7797505
32.16,0.7885313
32.17,0.797234
32.18,0.8058579
32.19,0.8144021
32.2,0.8228657
32.21,0.8312478
32.22,0.8395477
32.23,0.8477644
32.24,0.8558972
32.25,0.8639452
32.26,0.8719076
32.27,0.8797836
32.28,0.8875725
32.29,0.8952733
32.3,0.9028854
32.31,0.910408
32.32,0.9178403
32.33,0.9251816
32.34,0.932431
32.35,0.939588
32.36,0.9466517
32.37,0.9536214
32.38,0.9604965
32.39,0.9672762
32.4,0.9739599
32.41,0.9805469
32.42,0.9870364
32.43,0.9934279
32.44,0.9997207
32.45,1.005914
32.46,1.012008
32.47,1.018001
32.48,1.023892
32.49,1.029682
32.5,1.03537
32.51,1.040954
32.52,1.046435
32.53,1.051812
32.54,1.057084
32.55,1.062251
32.56,1.067313
32.57,1.072268
32.58,1.077116
32.59,1.081858
32.6,1.086491
32.61,1.091016
32.62,1.095433
32.63,1.099741
32.64,1.103939
32.65,1.108027
32.66,1.112004
32.67,1.115871
32.68,1.119627
32.69,1.123271
32.7,1.126803
32.71,1.130223
32.72,1.13353
32.73,1.136724
32.74,1.139805
32.75,1.142772
32.76,1.145625
32.77,1.148364
32.78,1.150988
32.79,1.153497
32.8,1.155892
32.81,1.158171
32.82,1.160334
32.83,1.162381
32.84,1.164313
32.85,1.166128
32.86,1.167827
32.87,1.169409
32.88,1.170875
32.89,1.172223
32.9,1.173455
32.91,1.174569
32.92,1.175566
32.93,1.176445
32.94,1.177207
32.95,1.177851
32.96,1.178378
32.97,1.178787
32.98,1.179077
32.99,1.17925
33.0,1.179306
33.01,1.179243
33.02,1.179062
33.03,1.178763
33.04,1.178347
33.05,1.177812
33.06,1.17716
33.07,1.17639
33.08,1.175502
33.09,1.174497
33.1,1.173374
33.11,1.172133
33.12,1.170775
33.13,1.1693
33.14,1.167708
33.15,1.165999
33.16,1.164174
33.17,1.162231
33.18,1.160173
33.19,1.157998
33.2,1.155707
33.21,1.1533
33.22,1.150777
33.23,1.14814
33.24,1.145387
33.25,1.142519
33.26,1.139537
33.27,1.136441
33.28,1.133231
33.29,1.129907
33.3,1.126469
33.31,1.122919
33.32,1.119256
33.33,1.115481
33.34,1.111594
33.35,1.107595
33.36,1.103485
33.37,1.099265
33.38,1.094934
33.39,1.090493
33.4,1.085942
33.41,1.081283
33.42,1.076515
33.43,1.071639
33.44,1.066655
33.45,1.061564
33.46,1.056366
33.47,1.051063
33.48,1.045653
33.49,1.040139
33.5,1.03452
33.51,1.028797
33.52,1.02297
33.53,1.017041
33.54,1.011009
33.55,1.004876
33.56,0.998641
33.57,0.992306
33.58,0.9858711
33.59,0.9793371
33.6,0.9727044
33.61,0.9659738
33.62,0.9591459
33.63,0.9522214
33.64,0.945201
33.65,0.9380854
33.66,0.9308753
33.67,0.9235713
33.68,0.9161743
33.69,0.9086849
33.7,0.9011039
33.71,0.893432
33.72,0.8856701
33.73,0.8778187
33.74,0.8698789
33.75,0.8618512
33.76,0.8537365
33.77,0.8455357
33.78,0.8372495
33.79,0.8288787
33.8,0.8204242
33.81,0.8118869
33.82,0.8032675
33.83,0.7945669
33.84,0.7857859
33.85,0.7769255
33.86,0.7679866
33.87,0.7589699
33.88,0.7498765
33.89,0.7407071
33.9,0.7314628
33.91,0.7221444
33.92,0.7127529
33.93,0.7032891
33.94,0.6937541
33.95,0.6841487
33.96,0.6744739
33.97,0.6647308
33.98,0.6549202
33.99,0.6450431
34.0,0.6351006
34.01,0.6250935
34.02,0.6150229
34.03,0.6048898
34.04,0.5946952
34.05,0.5844402
34.06,0.5741256
34.07,0.5637526
34.08,0.5533222
34.09,0.5428355
34.1,0.5322933
34.11,0.521697
34.12,0.5110473
34.13,0.5003456
34.14,0.4895927
34.15,0.4787897
34.16,0.4679379
34.17,0.4570381
34.18,0.4460915
34.19,0.4350993
34.2,0.4240624
34.21,0.412982
34.22,0.4018593
34.23,0.3906952
34.24,0.3794909
34.25,0.3682476
34.26,0.3569663
34.27,0.3456482
34.28,0.3342944
34.29,0.322906
34.3,0.3114842
34.31,0.3000301
34.32,0.2885449
34.33,0.2770296
34.34,0.2654856
34.35,0.2539138
34.36,0.2423154
34.37,0.2306917
34.38,0.2190437
34.39,0.2073727
34.4,0.1956797
34.41,0.1839661
34.42,0.1722328
34.43,0.1604812
34.44,0.1487123
34.45,0.1369274
34.46,0.1251276
34.47,0.1133142
34.48,0.1014882
34.49,0.08965085
34.5,0.07780338
34.51,0.06594695
34.52,0.05408274
34.53,0.04221193
34.54,0.03033572
34.55,0.01845528
34.56,0.00657181
34.57,-0.005313505
34.58,-0.01719948
34.59,-0.02908492
34.6,-0.04096864
34.61,-0.05284945
34.62,-0.06472617
34.63,-0.0765976
34.64,-0.08846256
34.65,-0.1003199
34.66,-0.1121683
34.67,-0.1240067
34.68,-0.1358339
34.69,-0.1476487
34.7,-0.15945
34.71,-0.1712364
34.72,-0.1830069
34.73,-0.1947603
34.74,-0.2064954
34.75,-0.218211
34.76,-0.229906
34.77,-0.2415791
34.78,-0.2532293
34.79,-0.2648553
34.8,-0.2764559
34.81,-0.2880301
34.82,-0.2995766
34.83,-0.3110944
34.84,-0.3225822
34.85,-0.3340388
34.86,-0.3454632
34.87,-0.3568543
34.88,-0.3682107
34.89,-0.3795315
34.9,-0.3908155
34.91,-0.4020615
34.92,-0.4132684
34.93,-0.4244351
34.94,-0.4355605
34.95,-0.4466434
34.96,-0.4576828
34.97,-0.4686776
34.98,-0.4796265
34.99,-0.4905286
35.0,-0.5013827
35.01,-0.5121878
35.02,-0.5229428
35.03,-0.5336465
35.04,-0.5442979
35.05,-0.554896
35.06,-0.5654396
35.07,-0.5759278
35.08,-0.5863594
35.09,-0.5967334
35.1,-0.6070488
35.11,-0.6173045
35.12,-0.6274995
35.13,-0.6376327
35.14,-0.6477033
35.15,-0.65771
35.16,-0.667652
35.17,-0.6775282
35.18,-0.6873377
35.19,-0.6970794
35.2,-0.7067523
35.21,-0.7163556
35.22,-0.7258882
35.23,-0.7353491
35.24,-0.7447375
35.25,-0.7540523
35.26,-0.7632927
35.27,-0.7724576
35.28,-0.7815463
35.29,-0.7905576
35.3,-0.7994909
35.31,-0.808345
35.32,-0.8171193
35.33,-0.8258127
35.34,-0.8344243
35.35,-0.8429534
35.36,-0.8513991
35.37,-0.8597604
35.38,-0.8680367
35.39,-0.8762269
35.4,-0.8843304
35.41,-0.8923462
35.42,-0.9002736
35.43,-0.9081117
35.44,-0.9158599
35.45,-0.9235172
35.46,-0.9310829
35.47,-0.9385563
35.48,-0.9459366
35.49,-0.953223
35.5,-0.9604148
35.51,-0.9675113
35.52,-0.9745118
35.53,-0.9814155
35.54,-0.9882218
35.55,-0.9949299
35.56,-1.001539
35.57,-1.008049
35.58,-1.014459
35.59,-1.020768
35.6,-1.026975
35.61,-1.03308
35.62,-1.039083
35.63,-1.044982
35.64,-1.050778
35.65,-1.056469
35.66,-1.062055
35.67,-1.067535
35.68,-1.072909
35.69,-1.078176
35.7,-1.083336
35.71,-1.088388
35.72,-1.093332
35.73,-1.098167
35.74,-1.102893
35.75,-1.107508
35.76,-1.112014
35.77,-1.116409
35.78,-1.120692
35.79,-1.124864
35.8,-1.128924
35.81,-1.132872
35.82,-1.136706
35.83,-1.140427
35.84,-1.144035
35.85,-1.147528
35.86,-1.150907
35.87,-1.154172
35.88,-1.157321
35.89,-1.160355
35.9,-1.163273
35.91,-1.166075
35.92,-1.168761
35.93,-1.17133
35.94,-1.173782
35.95,-1.176117
35.96,-1.178335
35.97,-1.180435
35.98,-1.182418
35.99,-1.184282
36.0,-1.186028
36.01,-1.187656
36.02,-1.189165
36.03,-1.190555
36.04,-1.191826
36.05,-1.192979
36.06,-1.194012
36.07,-1.194925
36.08,-1.19572
36.09,-1.196395
36.1,-1.19695
36.11,-1.197386
36.12,-1.197702
36.13,-1.197898
36.14,-1.197975
36.15,-1.197931
36.16,-1.197768
36.17,-1.197485
36.18,-1.197083
36.19,-1.19656
36.2,-1.195918
36.21,-1.195156
36.22,-1.194275
36.23,-1.193274
36.24,-1.192154
36.25,-1.190914
36.26,-1.189556
36.27,-1.188078
36.28,-1.186481
36.29,-1.184765
36.3,-1.182931
36.31,-1.180978
36.32,-1.178907
36.33,-1.176718
36.34,-1.174411
36.35,-1.171986
36.36,-1.169444
36.37,-1.166784
36.38,-1.164008
36.39,-1.161115
36.4,-1.158106
36.41,-1.15498
36.42,-1.151739
36.43,-1.148382
36.44,-1.14491
36.45,-1.141323
36.46,-1.137622
36.47,-1.133806
36.48,-1.129877
36.49,-1.125834
36.5,-1.121679
36.51,-1.117411
36.52,-1.11303
36.53,-1.108538
36.54,-1.103935
36.55,-1.099221
36.56,-1.094396
36.57,-1.089462
36.58,-1.084418
36.59,-1.079265
36.6,-1.074003
36.61,-1.068634
36.62,-1.063157
36.63,-1.057574
36.64,-1.051884
36.65,-1.046088
36.66,-1.040188
36.67,-1.034182
36.68,-1.028073
36.69,-1.02186
36.7,-1.015544
36.71,-1.009126
36.72,-1.002607
36.73,-0.9959867
36.74,-0.9892662
36.75,-0.982446
36.76,-0.9755269
36.77,-0.9685096
36.78,-0.9613947
36.79,-0.954183
36.8,-0.9468751
36.81,-0.9394718
36.82,-0.9319739
36.83,-0.924382
36.84,-0.9166969
36.85,-0.9089193
36.86,-0.9010501
36.87,-0.89309
36.88,-0.8850398
36.89,-0.8769002
36.9,-0.8686722
36.91,-0.8603565
36.92,-0.8519539
36.93,-0.8434653
36.94,-0.8348915
36.95,-0.8262334
36.96,-0.8174917
36.97,-0.8086674
36.98,-0.7997614
36.99,-0.7907746
37.0,-0.7817077
37.01,-0.7725618
37.02,-0.7633377
37.03,-0.7540363
37.04,-0.7446586
37.05,-0.7352055
37.06,-0.725678
37.07,-0.7160769
37.08,-0.7064033
37.09,-0.696658
37.1,-0.6868421
37.11,-0.6769566
37.12,-0.6670023
37.13,-0.6569804
37.14,-0.6468918
37.15,-0.6367374
37.16,-0.6265184
37.17,-0.6162357
37.18,-0.6058904
37.19,-0.5954834
37.2,-0.5850159
37.21,-0.5744888
37.22,-0.5639032
37.23,-0.5532601
37.24,-0.5425607
37.25,-0.5318059
37.26,-0.5209969
37.27,-0.5101347
37.28,-0.4992204
37.29,-0.4882551
37.3,-0.4772398
37.31,-0.4661758
37.32,-0.455064
37.33,-0.4439056
37.34,-0.4327017
37.35,-0.4214534
37.36,-0.4101618
37.37,-0.3988281
37.38,-0.3874534
37.39,-0.3760388
37.4,-0.3645854
37.41,-0.3530945
37.42,-0.3415671
37.43,-0.3300043
37.44,-0.3184075
37.45,-0.3067776
37.46,-0.2951159
37.47,-0.2834235
37.48,-0.2717016
37.49,-0.2599513
37.5,-0.2481739
37.51,-0.2363705
37.52,-0.2245422
37.53,-0.2126904
37.54,-0.200816
37.55,-0.1889204
37.56,-0.1770048
37.57,-0.1650702
37.58,-0.1531179
37.59,-0.1411492
37.6,-0.1291651
37.61,-0.1171669
37.62,-0.1051558
37.63,-0.09313294
37.64,-0.08109959
37.65,-0.06905693
37.66,-0.05700616
37.67,-0.04494849
37.68,-0.03288511
37.69,-0.02081724
37.7,-0.00874608
37.71,0.003327161
37.72,0.01540128
37.73,0.02747506
37.74,0.0395473
37.75,0.0516168
37.76,0.06368234
37.77,0.07574272
37.78,0.08779673
37.79,0.09984317
37.8,0.1118808
37.81,0.1239085
37.82,0.135925
37.83,0.1479291
37.84,0.1599196
37.85,0.1718953
37.86,0.183855
37.87,0.1957975
37.88,0.2077217
37.89,0.2196262
37.9,0.23151
37.91,0.2433719
37.92,0.2552105
37.93,0.2670249
37.94,0.2788137
37.95,0.2905758
37.96,0.3023101
37.97,0.3140152
37.98,0.3256902
37.99,0.3373337
38.0,0.3489447
38.01,0.360522
38.02,0.3720643
38.03,0.3835706
38.04,0.3950397
38.05,0.4064704
38.06,0.4178617
38.07,0.4292123
38.08,0.4405211
38.09,0.4517869
38.1,0.4630088
38.11,0.4741854
38.12,0.4853158
38.13,0.4963987
38.14,0.5074331
38.15,0.5184179
38.16,0.5293519
38.17,0.5402341
38.18,0.5510633
38.19,0.5618385
38.2,0.5725587
38.21,0.5832226
38.22,0.5938293
38.23,0.6043776
38.24,0.6148666
38.25,0.6252951
38.26,0.6356622
38.27,0.6459667
38.28,0.6562077
38.29,0.666384
38.3,0.6764948
38.31,0.6865389
38.32,0.6965153
38.33,0.7064231
38.34,0.7162613
38.35,0.7260288
38.36,0.7357246
38.37,0.7453479
38.38,0.7548976
38.39,0.7643728
38.4,0.7737725
38.41,0.7830957
38.42,0.7923416
38.43,0.8015092
38.44,0.8105975
38.45,0.8196057
38.46,0.8285328
38.47,0.837378
38.48,0.8461403
38.49,0.8548189
38.5,0.8634128
38.51,0.8719213
38.52,0.8803434
38.53,0.8886784
38.54,0.8969253
38.55,0.9050833
38.56,0.9131517
38.57,0.9211296
38.58,0.9290161
38.59,0.9368105
38.6,0.944512
38.61,0.9521199
38.62,0.9596333
38.63,0.9670514
38.64,0.9743737
38.65,0.9815992
38.66,0.9887273
38.67,0.9957572
38.68,1.002688
38.69,1.00952
38.7,1.016251
38.71,1.022881
38.72,1.02941
38.73,1.035836
38.74,1.04216
38.75,1.048379
38.76,1.054495
38.77,1.060506
38.78,1.066411
38.79,1.07221
38.8,1.077903
38.81,1.083488
38.82,1.088966
38.83,1.094335
38.84,1.099596
38.85,1.104747
38.86,1.109788
38.87,1.114718
38.88,1.119538
38.89,1.124246
38.9,1.128842
38.91,1.133326
38.92,1.137696
38.93,1.141954
38.94,1.146098
38.95,1.150127
38.96,1.154042
38.97,1.157842
38.98,1.161526
38.99,1.165095
39.0,1.168548
39.01,1.171884
39.02,1.175103
39.03,1.178205
39.04,1.181189
39.05,1.184056
39.06,1.186805
39.07,1.189435
39.08,1.191946
39.09,1.194339
39.1,1.196612
39.11,1.198766
39.12,1.2008
39.13,1.202715
39.14,1.204509
39.15,1.206183
39.16,1.207737
39.17,1.20917
39.18,1.210482
39.19,1.211673
39.2,1.212743
39.21,1.213692
39.22,1.21452
39.23,1.215226
39.24,1.215811
39.25,1.216275
39.26,1.216617
39.27,1.216837
39.28,1.216936
39.29,1.216912
39.3,1.216768
39.31,1.216501
39.32,1.216113
39.33,1.215603
39.34,1.214972
39.35,1.214219
39.36,1.213344
39.37,1.212348
39.38,1.211231
39.39,1.209993
39.4,1.208633
39.41,1.207153
39.42,1.205551
39.43,1.203829
39.44,1.201986
39.45,1.200023
39.46,1.19794
39.47,1.195737
39.48,1.193414
39.49,1.190971
39.5,1.188409
39.51,1.185728
39.52,1.182928
39.53,1.180009
39.54,1.176973
39.55,1.173818
39.56,1.170545
39.57,1.167155
39.58,1.163649
39.59,1.160025
39.6,1.156285
39.61,1.152429
39.62,1.148457
39.63,1.14437
39.64,1.140169
39.65,1.135853
39.66,1.131422
39.67,1.126879
39.68,1.122222
39.69,1.117452
39.7,1.11257
39.71,1.107577
39.72,1.102472
39.73,1.097257
39.74,1.091931
39.75,1.086495
39.76,1.08095
39.77,1.075297
39.78,1.069536
39.79,1.063667
39.8,1.057691
39.81,1.051608
39.82,1.04542
39.83,1.039127
39.84,1.032729
39.85,1.026228
39.86,1.019623
39.87,1.012915
39.88,1.006106
39.89,0.9991948
39.9,0.9921833
39.91,0.985072
39.92,0.9778614
39.93,0.9705523
39.94,0.9631455
39.95,0.9556415
39.96,0.9480413
39.97,0.9403455
39.98,0.9325549
39.99,0.9246703
40.0,0.9166924
